task,classifier,feature_set,fold,n_train,n_test,auc,bal_acc,f1
VI1,logreg,w2v2,4,36,9,1.0,1.0,1.0
VI1,rf,w2v2,0,36,9,0.95,0.9,0.8888888888888888
VI1,rf,w2v2,1,36,9,0.8,0.75,0.8333333333333334
VI1,rf,w2v2,2,36,9,0.8,0.575,0.5
VI1,rf,w2v2,3,36,9,0.9500000000000001,0.775,0.75
VI1,rf,w2v2,4,36,9,1.0,1.0,1.0
VI1,gbm,w2v2,0,36,9,0.9,0.775,0.8
VI1,gbm,w2v2,1,36,9,0.425,0.525,0.6666666666666666
VI1,gbm,w2v2,2,36,9,0.775,0.775,0.8
VI1,gbm,w2v2,3,36,9,1.0,1.0,1.0
VI1,gbm,w2v2,4,36,9,1.0,1.0,1.0
VI1,xgb,w2v2,0,36,9,0.85,0.775,0.8
VI1,xgb,w2v2,1,36,9,0.75,0.65,0.7272727272727273
VI1,xgb,w2v2,2,36,9,0.775,0.775,0.8
VI1,xgb,w2v2,3,36,9,0.9500000000000001,0.875,0.8571428571428571
VI1,xgb,w2v2,4,36,9,1.0,0.9,0.8888888888888888
VI2,logreg,egemaps,0,33,9,1.0,0.875,0.9090909090909091
VI2,logreg,egemaps,1,34,8,1.0,1.0,1.0
VI2,logreg,egemaps,2,33,9,1.0,1.0,1.0
VI2,logreg,egemaps,3,34,8,0.75,0.875,0.8571428571428571
VI2,logreg,egemaps,4,34,8,1.0,1.0,1.0
VI2,rf,egemaps,0,33,9,1.0,0.9,0.8888888888888888
VI2,rf,egemaps,1,34,8,1.0,1.0,1.0
VI2,rf,egemaps,2,33,9,1.0,0.9,0.8888888888888888
VI2,rf,egemaps,3,34,8,0.75,0.875,0.8571428571428571
VI2,rf,egemaps,4,34,8,1.0,0.875,0.8888888888888888
VI2,gbm,egemaps,0,33,9,0.85,0.775,0.8
VI2,gbm,egemaps,1,34,8,1.0,0.875,0.8888888888888888
VI2,gbm,egemaps,2,33,9,1.0,0.7,0.5714285714285714
VI2,gbm,egemaps,3,34,8,0.84375,0.75,0.6666666666666666
VI2,gbm,egemaps,4,34,8,0.84375,0.875,0.8888888888888888
VI2,xgb,egemaps,0,33,9,1.0,0.9,0.8888888888888888
VI2,xgb,egemaps,1,34,8,1.0,0.875,0.8571428571428571
VI2,xgb,egemaps,2,33,9,1.0,1.0,1.0
VI2,xgb,egemaps,3,34,8,0.8125,0.75,0.75
VI2,xgb,egemaps,4,34,8,0.90625,0.875,0.8888888888888888
VI2,logreg,w2v2,0,33,9,1.0,0.8,0.75
VI2,logreg,w2v2,1,34,8,0.9375,0.75,0.75
VI2,logreg,w2v2,2,33,9,1.0,1.0,1.0
VI2,logreg,w2v2,3,34,8,0.75,0.625,0.6666666666666666
VI2,logreg,w2v2,4,34,8,0.75,0.75,0.75
VI2,rf,w2v2,0,33,9,0.9,0.8,0.75
VI2,rf,w2v2,1,34,8,0.8125,0.75,0.75
VI2,rf,w2v2,2,33,9,1.0,1.0,1.0
VI2,rf,w2v2,3,34,8,0.8125,0.75,0.75
VI2,rf,w2v2,4,34,8,0.9375,0.75,0.75
VI2,gbm,w2v2,0,33,9,0.6000000000000001,0.675,0.6666666666666666
VI2,gbm,w2v2,1,34,8,0.9375,0.75,0.75
VI2,gbm,w2v2,2,33,9,0.9,0.65,0.7272727272727273
VI2,gbm,w2v2,3,34,8,0.8125,0.75,0.75
VI2,gbm,w2v2,4,34,8,0.8125,0.75,0.75
VI2,xgb,w2v2,0,33,9,0.75,0.675,0.6666666666666666
VI2,xgb,w2v2,1,34,8,0.9375,0.75,0.75
VI2,xgb,w2v2,2,33,9,1.0,1.0,1.0
VI2,xgb,w2v2,3,34,8,0.875,0.75,0.75
VI2,xgb,w2v2,4,34,8,0.875,0.75,0.75
VO1,logreg,egemaps,0,35,9,1.0,0.9,0.8888888888888888
VO1,logreg,egemaps,1,35,9,1.0,1.0,1.0
VO1,logreg,egemaps,2,35,9,1.0,1.0,1.0
VO1,logreg,egemaps,3,35,9,0.75,0.875,0.8571428571428571
VO1,logreg,egemaps,4,36,8,1.0,1.0,1.0
VO1,rf,egemaps,0,35,9,1.0,0.9,0.8888888888888888
VO1,rf,egemaps,1,35,9,1.0,0.8,0.75
VO1,rf,egemaps,2,35,9,1.0,1.0,1.0
VO1,rf,egemaps,3,35,9,0.875,0.8,0.8
VO1,rf,egemaps,4,36,8,1.0,1.0,1.0
VO1,gbm,egemaps,0,35,9,1.0,0.875,0.9090909090909091
VO1,gbm,egemaps,1,35,9,0.875,0.775,0.8
VO1,gbm,egemaps,2,35,9,1.0,1.0,1.0
VO1,gbm,egemaps,3,35,9,0.9,0.675,0.6666666666666666
VO1,gbm,egemaps,4,36,8,0.96875,0.75,0.8
VO1,xgb,egemaps,0,35,9,1.0,0.875,0.9090909090909091
VO1,xgb,egemaps,1,35,9,0.95,0.8,0.75
VO1,xgb,egemaps,2,35,9,1.0,1.0,1.0
VO1,xgb,egemaps,3,35,9,0.9,0.8,0.8
VO1,xgb,egemaps,4,36,8,1.0,0.875,0.8888888888888888
VO1,logreg,w2v2,0,35,9,0.95,0.775,0.8
VO1,logreg,w2v2,1,35,9,0.8,0.8,0.75
VO1,logreg,w2v2,2,35,9,1.0,0.875,0.9090909090909091
VO1,logreg,w2v2,3,35,9,0.75,0.775,0.75
VO1,logreg,w2v2,4,36,8,1.0,1.0,1.0
VO1,rf,w2v2,0,35,9,0.95,0.75,0.8333333333333334
VO1,rf,w2v2,1,35,9,1.0,0.8,0.75
VO1,rf,w2v2,2,35,9,0.85,0.75,0.8333333333333334
VO1,rf,w2v2,3,35,9,0.7,0.75,0.6666666666666666
VO1,rf,w2v2,4,36,8,1.0,1.0,1.0
VO1,gbm,w2v2,0,35,9,0.85,0.8,0.75
VO1,gbm,w2v2,1,35,9,0.75,0.65,0.7272727272727273
VO1,gbm,w2v2,2,35,9,0.725,0.75,0.8333333333333334
VO1,gbm,w2v2,3,35,9,0.7,0.675,0.6666666666666666
VO1,gbm,w2v2,4,36,8,1.0,1.0,1.0
VO1,xgb,w2v2,0,35,9,0.95,0.775,0.8
VO1,xgb,w2v2,1,35,9,0.8,0.675,0.6666666666666666
VO1,xgb,w2v2,2,35,9,0.9,0.75,0.8333333333333334
VO1,xgb,w2v2,3,35,9,0.65,0.45,0.4444444444444444
VO1,xgb,w2v2,4,36,8,1.0,1.0,1.0
VO2,logreg,egemaps,0,34,9,1.0,1.0,1.0
VO2,logreg,egemaps,1,34,9,0.75,0.875,0.9090909090909091
VO2,logreg,egemaps,2,34,9,0.85,0.775,0.8
VO2,logreg,egemaps,3,35,8,0.9375,0.875,0.8888888888888888
VO2,logreg,egemaps,4,35,8,0.75,0.875,0.8571428571428571
VO2,rf,egemaps,0,34,9,1.0,1.0,1.0
VO2,rf,egemaps,1,34,9,1.0,1.0,1.0
VO2,rf,egemaps,2,34,9,0.9,0.8,0.75
VO2,rf,egemaps,3,35,8,1.0,0.75,0.8
VO2,rf,egemaps,4,35,8,0.8125,0.75,0.6666666666666666
VO2,gbm,egemaps,0,34,9,1.0,0.9,0.8888888888888888
VO2,gbm,egemaps,1,34,9,1.0,0.9,0.8888888888888888
VO2,gbm,egemaps,2,34,9,0.8,0.525,0.6666666666666666
VO2,gbm,egemaps,3,35,8,1.0,0.875,0.8571428571428571
VO2,gbm,egemaps,4,35,8,0.875,0.75,0.6666666666666666
VO2,xgb,egemaps,0,34,9,1.0,1.0,1.0
VO2,xgb,egemaps,1,34,9,1.0,0.9,0.8888888888888888
VO2,xgb,egemaps,2,34,9,0.85,0.75,0.8333333333333334
VO2,xgb,egemaps,3,35,8,1.0,0.75,0.8
VO2,xgb,egemaps,4,35,8,0.875,0.75,0.6666666666666666
VO2,logreg,w2v2,0,34,9,0.85,0.7,0.5714285714285714
VO2,logreg,w2v2,1,34,9,1.0,1.0,1.0
VO2,logreg,w2v2,2,34,9,1.0,0.625,0.7692307692307693
VO2,logreg,w2v2,3,35,8,1.0,0.875,0.8888888888888888
VO2,logreg,w2v2,4,35,8,1.0,0.75,0.6666666666666666
VO2,rf,w2v2,0,34,9,0.575,0.6,0.3333333333333333
VO2,rf,w2v2,1,34,9,1.0,1.0,1.0
VO2,rf,w2v2,2,34,9,1.0,0.875,0.9090909090909091
VO2,rf,w2v2,3,35,8,0.875,0.75,0.8
VO2,rf,w2v2,4,35,8,0.9375,0.75,0.6666666666666666
VO2,gbm,w2v2,0,34,9,1.0,0.6,0.3333333333333333
VO2,gbm,w2v2,1,34,9,1.0,0.9,0.8888888888888888
VO2,gbm,w2v2,2,34,9,0.85,0.675,0.6666666666666666
VO2,gbm,w2v2,3,35,8,0.9375,0.75,0.8
VO2,gbm,w2v2,4,35,8,0.75,0.75,0.6666666666666666
VO2,xgb,w2v2,0,34,9,0.875,0.6,0.3333333333333333
VO2,xgb,w2v2,1,34,9,1.0,1.0,1.0
VO2,xgb,w2v2,2,34,9,0.9,0.75,0.8333333333333334
VO2,xgb,w2v2,3,35,8,1.0,0.75,0.8
VO2,xgb,w2v2,4,35,8,0.75,0.75,0.6666666666666666
VU1,logreg,egemaps,0,34,9,1.0,1.0,1.0
VU1,logreg,egemaps,1,34,9,1.0,1.0,1.0
VU1,logreg,egemaps,2,34,9,1.0,1.0,1.0
VU1,logreg,egemaps,3,35,8,1.0,1.0,1.0
VU1,logreg,egemaps,4,35,8,1.0,1.0,1.0
VU1,rf,egemaps,0,34,9,1.0,1.0,1.0
VU1,rf,egemaps,1,34,9,1.0,1.0,1.0
VU1,rf,egemaps,2,34,9,0.95,0.875,0.9090909090909091
VU1,rf,egemaps,3,35,8,1.0,1.0,1.0
VU1,rf,egemaps,4,35,8,1.0,0.875,0.8888888888888888
VU1,gbm,egemaps,0,34,9,0.95,0.9,0.8888888888888888
VU1,gbm,egemaps,1,34,9,1.0,1.0,1.0
VU1,gbm,egemaps,2,34,9,0.75,0.75,0.8333333333333334
VU1,gbm,egemaps,3,35,8,1.0,0.8333333333333333,0.9090909090909091
VU1,gbm,egemaps,4,35,8,0.71875,0.75,0.75
VU1,xgb,egemaps,0,34,9,0.95,0.775,0.8
VU1,xgb,egemaps,1,34,9,1.0,1.0,1.0
VU1,xgb,egemaps,2,34,9,0.9,0.875,0.9090909090909091
VU1,xgb,egemaps,3,35,8,1.0,1.0,1.0
VU1,xgb,egemaps,4,35,8,0.9375,0.75,0.75
VU1,logreg,w2v2,0,34,9,0.9,0.675,0.6666666666666666
VU1,logreg,w2v2,1,34,9,1.0,0.75,0.8333333333333334
VU1,logreg,w2v2,2,34,9,1.0,0.875,0.9090909090909091
VU1,logreg,w2v2,3,35,8,1.0,1.0,1.0
VU1,logreg,w2v2,4,35,8,0.8125,0.625,0.4
VU1,rf,w2v2,0,34,9,0.7,0.65,0.7272727272727273
VU1,rf,w2v2,1,34,9,0.9,0.75,0.8333333333333334
VU1,rf,w2v2,2,34,9,1.0,0.875,0.9090909090909091
VU1,rf,w2v2,3,35,8,1.0,1.0,1.0
VU1,rf,w2v2,4,35,8,0.875,0.875,0.8888888888888888
VU1,gbm,w2v2,0,34,9,0.825,0.775,0.8
VU1,gbm,w2v2,1,34,9,0.8,0.875,0.9090909090909091
VU1,gbm,w2v2,2,34,9,0.8,0.775,0.8
VU1,gbm,w2v2,3,35,8,0.9333333333333333,0.9,0.8888888888888888
VU1,gbm,w2v2,4,35,8,0.75,0.625,0.4
VU1,xgb,w2v2,0,34,9,0.65,0.55,0.6
VU1,xgb,w2v2,1,34,9,0.9,0.875,0.9090909090909091
VU1,xgb,w2v2,2,34,9,1.0,0.875,0.9090909090909091
VU1,xgb,w2v2,3,35,8,1.0,0.9,0.8888888888888888
VU1,xgb,w2v2,4,35,8,0.8125,0.625,0.4
VU2,logreg,egemaps,0,34,9,0.95,0.775,0.8
VU2,logreg,egemaps,1,34,9,1.0,0.875,0.9090909090909091
VU2,logreg,egemaps,2,34,9,1.0,1.0,1.0
VU2,logreg,egemaps,3,35,8,1.0,1.0,1.0
VU2,logreg,egemaps,4,35,8,1.0,0.875,0.8571428571428571
VU2,rf,egemaps,0,34,9,1.0,1.0,1.0
VU2,rf,egemaps,1,34,9,1.0,0.875,0.9090909090909091
VU2,rf,egemaps,2,34,9,1.0,0.8,0.75
VU2,rf,egemaps,3,35,8,1.0,1.0,1.0
VU2,rf,egemaps,4,35,8,1.0,1.0,1.0
VU2,gbm,egemaps,0,34,9,1.0,1.0,1.0
VU2,gbm,egemaps,1,34,9,0.85,0.75,0.8333333333333334
VU2,gbm,egemaps,2,34,9,1.0,1.0,1.0
VU2,gbm,egemaps,3,35,8,0.8125,0.75,0.8
VU2,gbm,egemaps,4,35,8,0.9375,0.875,0.8571428571428571
VU2,xgb,egemaps,0,34,9,1.0,1.0,1.0
VU2,xgb,egemaps,1,34,9,0.95,0.875,0.9090909090909091
VU2,xgb,egemaps,2,34,9,1.0,0.9,0.8888888888888888
VU2,xgb,egemaps,3,35,8,1.0,0.75,0.8
VU2,xgb,egemaps,4,35,8,1.0,0.875,0.8571428571428571
VU2,logreg,w2v2,0,34,9,0.9,0.8,0.75
VU2,logreg,w2v2,1,34,9,1.0,1.0,1.0
VU2,logreg,w2v2,2,34,9,1.0,0.9,0.8888888888888888
VU2,logreg,w2v2,3,35,8,1.0,1.0,1.0
VU2,logreg,w2v2,4,35,8,1.0,0.75,0.6666666666666666
VU2,rf,w2v2,0,34,9,0.9,0.775,0.8
VU2,rf,w2v2,1,34,9,1.0,0.875,0.9090909090909091
VU2,rf,w2v2,2,34,9,1.0,1.0,1.0
VU2,rf,w2v2,3,35,8,1.0,0.875,0.8571428571428571
VU2,rf,w2v2,4,35,8,0.84375,0.75,0.6666666666666666
VU2,gbm,w2v2,0,34,9,0.85,0.875,0.9090909090909091
VU2,gbm,w2v2,1,34,9,0.9,0.65,0.7272727272727273
VU2,gbm,w2v2,2,34,9,1.0,0.875,0.9090909090909091
VU2,gbm,w2v2,3,35,8,1.0,0.875,0.8571428571428571
VU2,gbm,w2v2,4,35,8,0.9375,0.875,0.8571428571428571
VU2,xgb,w2v2,0,34,9,0.95,0.775,0.8
VU2,xgb,w2v2,1,34,9,0.95,0.875,0.9090909090909091
VU2,xgb,w2v2,2,34,9,0.95,0.775,0.8
VU2,xgb,w2v2,3,35,8,1.0,1.0,1.0
VU2,xgb,w2v2,4,35,8,1.0,0.875,0.8571428571428571
